content,score,at,bank,month_year,content_process,sentiment
Dalam bulan ini sudah 3x gagal transaksi tapi duitnya kedebet mulu. Perbaiki lah. Kalo ga saya pindahin duit saya ke bank lain nih.,1,2024-01-26 09:00:44,BNI,2024-01,Dalam bulan ini sudah 3x gagal transaksi tapi duitnya kedebet mulu. Perbaiki lah. Kalo ga saya pindahin duit saya ke bank lain nih.,negative
"Beberapa kali setiap saya melakukan pembayaran via qris selalu muncul code error yang menyebabkan kegagalan pembayaran. Tapi beberapa waktu berselang saldo saya tetap terpakai, sehingga saya melakukan double payment. Payah abis, saya pakai bri gapernah ada kendala seperti ini",1,2024-01-26 08:04:41,BNI,2024-01,"Beberapa kali setiap saya melakukan pembayaran via qris selalu muncul code error yang menyebabkan kegagalan pembayaran. Tapi beberapa waktu berselang saldo saya tetap terpakai, sehingga saya melakukan double payment. Payah abis, saya pakai bri gapernah ada kendala seperti ini",negative
Ribet kebanyakan password,2,2024-01-26 06:49:41,BNI,2024-01,Ribet kebanyakan password,negative
malesin bangettt setiap mau tf gagal mulu heran,2,2024-01-26 05:22:02,BNI,2024-01,malesin bangettt setiap mau tf gagal mulu heran,negative
Versi barunya gk kebuka di iphone 6☹️,2,2024-01-26 03:41:59,BNI,2024-01,Versi barunya gk kebuka di iphone 6,negative
"keseringan maintenance, ini dari jam 7 pagi sampe 2 siang maintenance ga selesai2, padahal saya mau cek mutasi rekening utk hal yang urgent",2,2024-01-25 07:17:10,BNI,2024-01,"keseringan maintenance, ini dari jam 7 pagi sampe 2 siang maintenance ga selesai2, padahal saya mau cek mutasi rekening utk hal yang urgent",negative
"berhenti merespons, tiba-tiba tertutup, atau tidak dapat dibuka
sudah 4 bulan",5,2024-01-24 17:04:53,BNI,2024-01,"berhenti merespons, tiba-tiba tertutup, atau tidak dapat dibuka sudah 4 bulan",negative
Gangguan terus aplikasinya yagesya,1,2024-01-24 13:34:58,BNI,2024-01,Gangguan terus aplikasinya yagesya,negative
"Tolong dong kalau maintenance tuh dikasih pemberitahuan sebelumnya ga kaya gini, org mau bayar jd susah nih! Dan harusnya ada ganti rugi dong!",1,2024-01-23 13:23:12,BNI,2024-01,"Tolong dong kalau maintenance tuh dikasih pemberitahuan sebelumnya ga kaya gini, org mau bayar jd susah nih! Dan harusnya ada ganti rugi dong!",negative
"Payah sekelas bank guede bikin apk gak bner memalukan ,terlalu banyak loading dan terlalu sering gangguan banyak bug juga masa bagusan bank digital sih apknya",1,2024-01-22 19:27:10,BNI,2024-01,"Payah sekelas bank guede bikin apk gak bner memalukan ,terlalu banyak loading dan terlalu sering gangguan banyak bug juga masa bagusan bank digital sih apknya",negative
"Gak bisa login karena kode otp tidak masuk ke gmail cuma kode otp di wa yg masuk, parah",1,2024-01-22 19:12:28,BNI,2024-01,"Gak bisa login karena kode otp tidak masuk ke gmail cuma kode otp di wa yg masuk, parah",negative
"hp saya jadul
mungkin ngga ya pembaharuan ini juga dibarengi solusi untuk user seperti saya ini yg masih aktif menggunakan app ini tp hari ini engga bisa pakai lagi karena hp sudah tidak support pembaharuan terbaru. tolong barikanlah kemudahan dan solusi untuk problem ini",5,2024-01-22 14:41:26,BNI,2024-01,hp saya jadul mungkin ngga ya pembaharuan ini juga dibarengi solusi untuk user seperti saya ini yg masih aktif menggunakan app ini tp hari ini engga bisa pakai lagi karena hp sudah tidak support pembaharuan terbaru. tolong barikanlah kemudahan dan solusi untuk problem ini,negative
aplikasi rusak!! tolol!!,1,2024-01-22 04:36:45,BNI,2024-01,aplikasi rusak!! tolol!!,negative
Kenapa aplikasi BNI mobile banking setelah di update gabisaa digunakan ? Setiap masuk keluar sendiri,1,2024-01-22 02:10:34,BNI,2024-01,Kenapa aplikasi BNI mobile banking setelah di update gabisaa digunakan ? Setiap masuk keluar sendiri,negative
buat di ip 6 dah gabisa ya min😫 sayang banget padahal mau bayar ukt tapi malah gabisa:( tolong di perbaiki dong min padahal dulu lancar lancar aja,2,2024-01-21 02:23:48,BNI,2024-01,buat di ip 6 dah gabisa ya min sayang banget padahal mau bayar ukt tapi malah gabisa:( tolong di perbaiki dong min padahal dulu lancar lancar aja,negative
"Dah mau dua minggu mobile banking gak bisa dibuka tiap diklik tulisannya ""mohon maaf kami sedang meningkatkan layanan mobile banking, coba beberapa saat lagi"". Hellloooooo  ni dah mau 2mnggu lho, masak iya perbaikan trz gak jadi2. Mpe ganti 2 hp munculnya tulisan itu trz. Astaga capek banget ma m banking bni tu.....",1,2024-01-20 15:24:05,BNI,2024-01,"Dah mau dua minggu mobile banking gak bisa dibuka tiap diklik tulisannya ""mohon maaf kami sedang meningkatkan layanan mobile banking, coba beberapa saat lagi"". Hellloooooo ni dah mau 2mnggu lho, masak iya perbaikan trz gak jadi2. Mpe ganti 2 hp munculnya tulisan itu trz. Astaga capek banget ma m banking bni tu.....",negative
"Aduh gmna yah, mau daftar mobile susah banget deh. Udah ada kode otp nya tapi malah gada top up buat ngisi kodenya. Ngaco banget woii",1,2024-01-20 13:10:06,BNI,2024-01,"Aduh gmna yah, mau daftar mobile susah banget deh. Udah ada kode otp nya tapi malah gada top up buat ngisi kodenya. Ngaco banget woii",negative
Udah hampir sebulan maintenance.,1,2024-01-20 02:48:29,BNI,2024-01,Udah hampir sebulan maintenance.,negative
Respon Live Agent nunggu dah 20 menit telalu lama,1,2024-01-19 23:52:18,BNI,2024-01,Respon Live Agent nunggu dah 20 menit telalu lama,negative
Mengapa di iphone 6plus keluar sendiri terus?,1,2024-01-19 06:15:08,BNI,2024-01,Mengapa di iphone 6plus keluar sendiri terus?,negative
Mobile app for banking paling komedi dan ngebadut kebanyak bufferingnya astaga ini developernya gak malu apa bikin app kek gini udah berapa kali update buffer mulu dan interfacenya gak nyaman. Kacau lah.,2,2024-01-19 04:22:28,BNI,2024-01,Mobile app for banking paling komedi dan ngebadut kebanyak bufferingnya astaga ini developernya gak malu apa bikin app kek gini udah berapa kali update buffer mulu dan interfacenya gak nyaman. Kacau lah.,negative
Aplikasi crash saat baru diupdate di Iphone 6 😭,5,2024-01-18 22:19:49,BNI,2024-01,Aplikasi crash saat baru diupdate di Iphone 6 ,negative
Selalu gangguan ... gak lagi2 deh pake BNi,1,2024-01-18 19:34:35,BNI,2024-01,Selalu gangguan ... gak lagi2 deh pake BNi,negative
"Repot harus buka satu2 riwayat transaksi, semoga bisa keliatan riwayat transaksi tanpa perlu klik satu2",2,2024-01-18 10:30:21,BNI,2024-01,"Repot harus buka satu2 riwayat transaksi, semoga bisa keliatan riwayat transaksi tanpa perlu klik satu2",negative
"Ga jelaa bni, suruh verifikasi wajah udah pas teranv ga pake topi, suruh turunkan kepala ga mau jalan2 tiap hari salah mulu padahal udah bener, aplikasinya banyak bug",1,2024-01-18 06:29:47,BNI,2024-01,"Ga jelaa bni, suruh verifikasi wajah udah pas teranv ga pake topi, suruh turunkan kepala ga mau jalan2 tiap hari salah mulu padahal udah bener, aplikasinya banyak bug",negative
"Gak ringkas, ribet pakenya",2,2024-01-17 15:03:48,BNI,2024-01,"Gak ringkas, ribet pakenya",negative
"Aplikasinya jelek banget, tampilannya kaya hasil karya anak kuliahan. Payah. Dulu pernah denger slogan BNI itu Digital, mimpinya kejauhan.",1,2024-01-17 14:21:01,BNI,2024-01,"Aplikasinya jelek banget, tampilannya kaya hasil karya anak kuliahan. Payah. Dulu pernah denger slogan BNI itu Digital, mimpinya kejauhan.",negative
Apk ini ngebug di device saya gbisa dibuka,1,2024-01-17 13:06:49,BNI,2024-01,Apk ini ngebug di device saya gbisa dibuka,negative
Bagus sekali,3,2024-01-17 09:48:28,BNI,2024-01,Bagus sekali,positive
Setelah update versi 5.11 malah ga bs buka (crash) di ios 12,1,2024-01-16 11:19:16,BNI,2024-01,Setelah update versi 5.11 malah ga bs buka (crash) di ios 12,negative
User interface harus mencontoh BRImo atau Mandiri Livin,3,2024-01-16 10:55:14,BNI,2024-01,User interface harus mencontoh BRImo atau Mandiri Livin,negative
apk nya selalu log ot ga bisa login mana pas sudah masuk sangat lelet nunggu nya lama padahal jaringan sudah 4G/ wifi,1,2024-01-16 03:37:48,BNI,2024-01,apk nya selalu log ot ga bisa login mana pas sudah masuk sangat lelet nunggu nya lama padahal jaringan sudah 4G/ wifi,negative
"Udah berapa kali updet ios masih Tetap Tidak bisa kepake Nhi apk Bank BUMN, terahir updet ios 17.2.1 masih gak bisa juga, Bank sebesar ini Apk nya gak Jelas",1,2024-01-15 16:57:00,BNI,2024-01,"Udah berapa kali updet ios masih Tetap Tidak bisa kepake Nhi apk Bank BUMN, terahir updet ios 17.2.1 masih gak bisa juga, Bank sebesar ini Apk nya gak Jelas",negative
"Saya jarang sekali mereview jelek sebuah produk, tapi untuk aplikasi BNI ini saya merasa bintang 1 terlalu bagus. Kalau ada bintang setengah atau seperempat, mungkin lebih layak saking buruknya. Aplikasi sering down, bahkan sudah tiga hari ini saya tidak bisa masuk ke akun sendiri. Bukan karena salah pin or input data. Saya mencoba hubungi CS, tapi CS pun tidak memberi sokusi apa pun selain maaf. Sangat buruk dan menghambat proses bisnis orang. Merugikan usaha",1,2024-01-15 11:03:30,BNI,2024-01,"Saya jarang sekali mereview jelek sebuah produk, tapi untuk aplikasi BNI ini saya merasa bintang 1 terlalu bagus. Kalau ada bintang setengah atau seperempat, mungkin lebih layak saking buruknya. Aplikasi sering down, bahkan sudah tiga hari ini saya tidak bisa masuk ke akun sendiri. Bukan karena salah pin or input data. Saya mencoba hubungi CS, tapi CS pun tidak memberi sokusi apa pun selain maaf. Sangat buruk dan menghambat proses bisnis orang. Merugikan usaha",negative
Mau buat kartu online gagal mulu lokasi ga tepat padahal sudah saya aktifkan,1,2024-01-15 07:28:50,BNI,2024-01,Mau buat kartu online gagal mulu lokasi ga tepat padahal sudah saya aktifkan,negative
"Force closed saat diakses di iphone 6, tolong untuk bisa diatasi, sudah dicoba untuk hapus dan install ulang tetap sama saja",3,2024-01-15 06:11:32,BNI,2024-01,"Force closed saat diakses di iphone 6, tolong untuk bisa diatasi, sudah dicoba untuk hapus dan install ulang tetap sama saja",negative
"Aplikasi Bank Digital BNI menyediakan solusi perbankan yang canggih dan mudah diakses bagi penggunanya. Dengan fitur-fitur seperti transfer dana, pembayaran tagihan, dan manajemen rekening yang efisien, memudahkan nasabah untuk mengelola keuangan secara digital. Keamanan tinggi diterapkan dengan teknologi terkini, menjaga kerahasiaan dan integritas informasi pengguna.",5,2024-01-15 03:17:57,BNI,2024-01,"Aplikasi Bank Digital BNI menyediakan solusi perbankan yang canggih dan mudah diakses bagi penggunanya. Dengan fitur-fitur seperti transfer dana, pembayaran tagihan, dan manajemen rekening yang efisien, memudahkan nasabah untuk mengelola keuangan secara digital. Keamanan tinggi diterapkan dengan teknologi terkini, menjaga kerahasiaan dan integritas informasi pengguna.",positive
"maaf mau tanya, untuk ios 12 apakah sudah tidak disupport?",5,2024-01-15 03:03:51,BNI,2024-01,"maaf mau tanya, untuk ios 12 apakah sudah tidak disupport?",negative
"Setiap buka aplikasi selalu tutup otomatis. Sudah dicoba restart, instal ulang beberapa kali. Wifi atau internetnya stabil tidak ada masalah, masih tidak ada perubahan. Terima kasih.",3,2024-01-14 14:38:19,BNI,2024-01,"Setiap buka aplikasi selalu tutup otomatis. Sudah dicoba restart, instal ulang beberapa kali. Wifi atau internetnya stabil tidak ada masalah, masih tidak ada perubahan. Terima kasih.",negative
Tolong untuk koneksi jaringan nya di perbaiki lagi,5,2024-01-14 10:25:45,BNI,2024-01,Tolong untuk koneksi jaringan nya di perbaiki lagi,negative
"Tolong dong min, aplikasi bni mobile tdk bisa dibuka di ios 12.5.7, dispesifikasinya tertulis kompatible di ios 10 atau terbaru. Gimana ini??",1,2024-01-14 02:50:07,BNI,2024-01,"Tolong dong min, aplikasi bni mobile tdk bisa dibuka di ios 12.5.7, dispesifikasinya tertulis kompatible di ios 10 atau terbaru. Gimana ini??",negative
Terimakasih BNI sejak aplikasimu tdk bisa digunakan di iPhone 6. Aku jadi semakin hemat dan pengeluaranku semakin berkurang. Thank good u save my money 😁,5,2024-01-14 00:04:05,BNI,2024-01,Terimakasih BNI sejak aplikasimu tdk bisa digunakan di iPhone 6. Aku jadi semakin hemat dan pengeluaranku semakin berkurang. Thank good u save my money ,positive
User friendly,5,2024-01-13 15:41:29,BNI,2024-01,User friendly,positive
"Susah digunakan terlalu banyak user id, mpin, kode transaksi. MANTAP untuk user yg pelupa. Sangat beda dgn aplikasi bank lain yg mudah akses tp keamanannya juga terjaga. Bikin malas pakainya.",3,2024-01-13 10:29:12,BNI,2024-01,"Susah digunakan terlalu banyak user id, mpin, kode transaksi. MANTAP untuk user yg pelupa. Sangat beda dgn aplikasi bank lain yg mudah akses tp keamanannya juga terjaga. Bikin malas pakainya.",negative
Mau top up lewat E-wallet selalu terjadi “VASNAP_303” mohon di tindak terus perbaiki!!,1,2024-01-13 03:03:55,BNI,2024-01,Mau top up lewat E-wallet selalu terjadi VASNAP_303 mohon di tindak terus perbaiki!!,negative
Tidak bisa dibuka di i phone 6 setelah update aplikasi,1,2024-01-13 00:41:36,BNI,2024-01,Tidak bisa dibuka di i phone 6 setelah update aplikasi,negative
tolong di bantu agar di ios 12 bisa dibuka,1,2024-01-12 17:55:08,BNI,2024-01,tolong di bantu agar di ios 12 bisa dibuka,neutral
Pengajuan CC BNI melalui aplikasi selalu terhenti waktu mau diminta swafoto. Dengan tulisan ‘browser tidak didukung’ dan ‘Coba Lagi’,2,2024-01-12 06:46:36,BNI,2024-01,Pengajuan CC BNI melalui aplikasi selalu terhenti waktu mau diminta swafoto. Dengan tulisan browser tidak didukung dan Coba Lagi,negative
setelah diupdate tdk bisa dibuka,1,2024-01-12 04:14:14,BNI,2024-01,setelah diupdate tdk bisa dibuka,negative
"Kok di iPhone saya appnya force close ya, mohon solusinya",1,2024-01-11 14:16:58,BNI,2024-01,"Kok di iPhone saya appnya force close ya, mohon solusinya",negative
setiap kali ada tulisan mohon maaf layanan ini perlu aktifkan akses lokasi yang padahal location service nya sudah di allow. delete lalu install ulang masih saja sama. ini bagaimana?,1,2024-01-11 11:36:58,BNI,2024-01,setiap kali ada tulisan mohon maaf layanan ini perlu aktifkan akses lokasi yang padahal location service nya sudah di allow. delete lalu install ulang masih saja sama. ini bagaimana?,negative
Versi 5.11 untuk iphone 6 udh gak support. Jadi gabisa gunain lagi. Padahal lumayan membantu kalo emng bisa di update lgi,2,2024-01-11 08:33:14,BNI,2024-01,Versi 5.11 untuk iphone 6 udh gak support. Jadi gabisa gunain lagi. Padahal lumayan membantu kalo emng bisa di update lgi,negative
Sangat sangat puas dan sangat sangat membantu. Aplikasi mudah digunakan dimana saja,5,2024-01-11 06:27:12,BNI,2024-01,Sangat sangat puas dan sangat sangat membantu. Aplikasi mudah digunakan dimana saja,positive
"sering banget di keadaan genting org butuh pas mau bayar malah error mulu loadnya lama bgt lagi, padahal sinyal bagus bagus aja hdhhh😮‍💨😮‍💨",2,2024-01-10 19:26:10,BNI,2024-01,"sering banget di keadaan genting org butuh pas mau bayar malah error mulu loadnya lama bgt lagi, padahal sinyal bagus bagus aja hdhhh",negative
"Kenapa pas download apk ini bisa, tapi pas bukanya kok gakbisa yah?",2,2024-01-10 07:56:41,BNI,2024-01,"Kenapa pas download apk ini bisa, tapi pas bukanya kok gakbisa yah?",negative
"Tolong perbaiki, setelah di update versi terbaru malah crash terus pas mau buka app nya, saya pengguna iPhone 6+ iOS 12 up",2,2024-01-10 07:06:16,BNI,2024-01,"Tolong perbaiki, setelah di update versi terbaru malah crash terus pas mau buka app nya, saya pengguna iPhone 6+ iOS 12 up",negative
Aplikasi ini menunya super lengkap… selalu terupdate dan tentu saja selama memakai aplikasi BNI Mobile banking ini sangat aman dan nyaman,5,2024-01-09 21:57:52,BNI,2024-01,Aplikasi ini menunya super lengkap selalu terupdate dan tentu saja selama memakai aplikasi BNI Mobile banking ini sangat aman dan nyaman,positive
"Saya jam 3 pagi mau beli token listrik di aplikasi BNI mobile pas mau pembayaran loadingnya sangat lama, ditunggu sampe 1 menit ada pemberitahuan Maaf Jaringan Koneksi Terputus, padahal Wifi dan Seluler 4G LTE sudah lancar, dan saya coba di kedua jaringan tersebut (Wifi/4G) masih tetap sama. Dan yg terakhir ada tulisan Maaf Kami Sedang Meningkatkan Layanan bla bla bla... itu bagaimana solusinya ?  Apakah saya harus beli token listrik di warung pinggir jalan ?",1,2024-01-09 19:34:16,BNI,2024-01,"Saya jam 3 pagi mau beli token listrik di aplikasi BNI mobile pas mau pembayaran loadingnya sangat lama, ditunggu sampe 1 menit ada pemberitahuan Maaf Jaringan Koneksi Terputus, padahal Wifi dan Seluler 4G LTE sudah lancar, dan saya coba di kedua jaringan tersebut (Wifi/4G) masih tetap sama. Dan yg terakhir ada tulisan Maaf Kami Sedang Meningkatkan Layanan bla bla bla... itu bagaimana solusinya ? Apakah saya harus beli token listrik di warung pinggir jalan ?",negative
"Kenapa aplikasinya gak bisa dibuka, padahal sdh update dan memory masih mencukupi. Mohon petunjuknya. Terima kasih",5,2024-01-09 12:58:58,BNI,2024-01,"Kenapa aplikasinya gak bisa dibuka, padahal sdh update dan memory masih mencukupi. Mohon petunjuknya. Terima kasih",negative
Aku ganti hp semua langkah ud oke berhasil. Tapi pas mau log in malah balik lagi ke langkah pertama. Bobrok bgt,1,2024-01-09 11:09:39,BNI,2024-01,Aku ganti hp semua langkah ud oke berhasil. Tapi pas mau log in malah balik lagi ke langkah pertama. Bobrok bgt,negative
Habis update aplikasi jadi sering keluar sendiri.,2,2024-01-09 02:00:39,BNI,2024-01,Habis update aplikasi jadi sering keluar sendiri.,negative
tidak bisa dibuka walaupun uninstall install berkali kali,2,2024-01-08 12:45:04,BNI,2024-01,tidak bisa dibuka walaupun uninstall install berkali kali,negative
Asli sumpah apk ini kyak tai. Mau login akun sndiri sush pdahal udh msuki kode otp sesuai yg di kirim tpi muncul nya kode otp slh,1,2024-01-08 06:01:32,BNI,2024-01,Asli sumpah apk ini kyak tai. Mau login akun sndiri sush pdahal udh msuki kode otp sesuai yg di kirim tpi muncul nya kode otp slh,negative
Mau daftar pengguna baru error lokask terus,1,2024-01-08 03:29:52,BNI,2024-01,Mau daftar pengguna baru error lokask terus,negative
"D ip 6, Setelah update sm sekali gk bisa dibuka, selalu close terus., makin ke sini makin buruk.,",1,2024-01-08 00:43:46,BNI,2024-01,"D ip 6, Setelah update sm sekali gk bisa dibuka, selalu close terus., makin ke sini makin buruk.,",negative
KENAPASIH TAMPILAN BARU INI LELET BGT! LOADING MULU! BARU BUKA LOADING! MAU KE MENU TRANSFER LOADING ! KE E WALLET LOADING!! PERCUMA UI BAGUS KALO UX LO JELEK. LELET BGT!,1,2024-01-07 19:21:44,BNI,2024-01,KENAPASIH TAMPILAN BARU INI LELET BGT! LOADING MULU! BARU BUKA LOADING! MAU KE MENU TRANSFER LOADING ! KE E WALLET LOADING!! PERCUMA UI BAGUS KALO UX LO JELEK. LELET BGT!,negative
Setelah update BNI mobile banking ke versi terbaru selalu force close namun di app strorenya tertulis work on this iphone. Tolong segera dibantu untuk update terbarunya sehingga kami pengguna iphone 6 dapat menggunakan aplikasi ini sesegera mungkin,1,2024-01-07 08:27:02,BNI,2024-01,Setelah update BNI mobile banking ke versi terbaru selalu force close namun di app strorenya tertulis work on this iphone. Tolong segera dibantu untuk update terbarunya sehingga kami pengguna iphone 6 dapat menggunakan aplikasi ini sesegera mungkin,negative
"ribet banget si ganti device aja harus ke cabang buat ngurus, lainnya aja masukin password uname udah ini? hadeuhh",1,2024-01-07 07:17:26,BNI,2024-01,"ribet banget si ganti device aja harus ke cabang buat ngurus, lainnya aja masukin password uname udah ini? hadeuhh",negative
"Selalu gagal dlam verifikasi , pdahal tinggal scan wajah tp selalu gagal trs … sistem macem apa yg di pkek",1,2024-01-07 03:17:52,BNI,2024-01,"Selalu gagal dlam verifikasi , pdahal tinggal scan wajah tp selalu gagal trs  sistem macem apa yg di pkek",negative
Qris tidak bisa,1,2024-01-06 13:28:58,BNI,2024-01,Qris tidak bisa,negative
Sampai Kapan diperbaiki ya sudah hubungi admin di twt suruh nunggu. Ini sudah tahun baru tapi belum ada perbaikan juga untuk ios 12,1,2024-01-06 12:47:07,BNI,2024-01,Sampai Kapan diperbaiki ya sudah hubungi admin di twt suruh nunggu. Ini sudah tahun baru tapi belum ada perbaikan juga untuk ios 12,negative
"Setelah update terakhir, aplikasi tidak bisa terbuka. Hanya menampilkan layar awal sebentar kemudian tertutup dengan sendirinya. Tolong bantuannya",3,2024-01-06 08:03:02,BNI,2024-01,"Setelah update terakhir, aplikasi tidak bisa terbuka. Hanya menampilkan layar awal sebentar kemudian tertutup dengan sendirinya. Tolong bantuannya",negative
"Mau daftar sangat sulit, OTP dibilang salah melulu..",2,2024-01-06 05:18:54,BNI,2024-01,"Mau daftar sangat sulit, OTP dibilang salah melulu..",negative
"Pindah akun ke hp lain harus ke cabang, udah coba login sendiri pake user id dibilang salah padahal udah sesuai, jadinya mempersulit pengguna yang padahal disaat itu juga aplikasi harus dipakai. Saran untuk beri kemudahan dalam memindah user ke hp lain gaperlu di ribet in kek gini",5,2024-01-06 02:04:19,BNI,2024-01,"Pindah akun ke hp lain harus ke cabang, udah coba login sendiri pake user id dibilang salah padahal udah sesuai, jadinya mempersulit pengguna yang padahal disaat itu juga aplikasi harus dipakai. Saran untuk beri kemudahan dalam memindah user ke hp lain gaperlu di ribet in kek gini",negative
"saya melakukan pembayaran qris, saldo terpotong. transaksi sedang di proses, merugikan banget",1,2024-01-05 16:26:54,BNI,2024-01,"saya melakukan pembayaran qris, saldo terpotong. transaksi sedang di proses, merugikan banget",negative
sangat bermanfaat dan mempermudah segala urusan keuangan,5,2024-01-05 09:45:57,BNI,2024-01,sangat bermanfaat dan mempermudah segala urusan keuangan,positive
Bni mobile error buat pembyaran PGN & PDAM error mulu…..dah di coba beberapa hari tetep aja ga bisa malah suruh telp CS BNI,3,2024-01-05 05:51:33,BNI,2024-01,Bni mobile error buat pembyaran PGN & PDAM error mulu..dah di coba beberapa hari tetep aja ga bisa malah suruh telp CS BNI,negative
iPhone 6 forced closed!!!. Aplikasi tolong ditinjau agar bisa dibuka di iPhone 6. Tolong bagian IT bni cek soal ini. Udah lama ini gg ada jalan keluar.jawabannya sama Ditinjau terus gg kelar2,1,2024-01-05 04:51:12,BNI,2024-01,iPhone 6 forced closed!!!. Aplikasi tolong ditinjau agar bisa dibuka di iPhone 6. Tolong bagian IT bni cek soal ini. Udah lama ini gg ada jalan keluar.jawabannya sama Ditinjau terus gg kelar2,negative
"Tulisannya mohon maaf kami sedang meningkatkan layanan mobile banking, coba beberapa saat lagi, hal ini sudah terjadi selama 3 hari dan akhirnya saya hapus aplikasi dan instal ulang tetap saja tidak dapat digunakan.",1,2024-01-05 04:25:24,BNI,2024-01,"Tulisannya mohon maaf kami sedang meningkatkan layanan mobile banking, coba beberapa saat lagi, hal ini sudah terjadi selama 3 hari dan akhirnya saya hapus aplikasi dan instal ulang tetap saja tidak dapat digunakan.",negative
Setelah diperbaharui malah nggak bisa terbuka hanya tampak flash halaman depan saja selebihnya gelap,1,2024-01-05 01:51:16,BNI,2024-01,Setelah diperbaharui malah nggak bisa terbuka hanya tampak flash halaman depan saja selebihnya gelap,negative
kenapa ga bisa di buka di ios 12?? padahal bisa di download,1,2024-01-05 01:50:24,BNI,2024-01,kenapa ga bisa di buka di ios 12?? padahal bisa di download,negative
"Apk aneh setiap mau tf jam 2 atau jam 3 pagi selalu gak bisa, sangat tidak memuaskan !!!",1,2024-01-04 19:19:31,BNI,2024-01,"Apk aneh setiap mau tf jam 2 atau jam 3 pagi selalu gak bisa, sangat tidak memuaskan !!!",negative
Jika tidak ada kendala maka rating akan baik dengan sendirinya..,3,2024-01-03 19:29:21,BNI,2024-01,Jika tidak ada kendala maka rating akan baik dengan sendirinya..,positive
Sangat membantu dalam bertransaksi,5,2024-01-03 16:13:48,BNI,2024-01,Sangat membantu dalam bertransaksi,positive
"Tolong diupdate info compatibilitynya di App Store karena di ios ver 12 selalu force close, sdh tidak bisa digunakan app mobile bankingnya.",2,2024-01-03 10:01:54,BNI,2024-01,"Tolong diupdate info compatibilitynya di App Store karena di ios ver 12 selalu force close, sdh tidak bisa digunakan app mobile bankingnya.",negative
"versi terbarunya jelek bgt.
tiap bentar ke log out terus, dan harus log in manual lagi dan daftar biometricnya lagi.
tolong diperbaiki,
lebih bagus versi yg lama.",1,2024-01-03 09:32:44,BNI,2024-01,"versi terbarunya jelek bgt. tiap bentar ke log out terus, dan harus log in manual lagi dan daftar biometricnya lagi. tolong diperbaiki, lebih bagus versi yg lama.",negative
"aplikasi mbanking nya Force Close, udh pakai segala cara tetep aja nihil",1,2024-01-03 08:53:39,BNI,2024-01,"aplikasi mbanking nya Force Close, udh pakai segala cara tetep aja nihil",negative
bug.. gak bisa di buka applikasinya,2,2024-01-03 04:02:57,BNI,2024-01,bug.. gak bisa di buka applikasinya,negative
"saya tidak bisa login ke aplikasi, error messagenya selalu ""mohon maaf kami sedang meningkatkan layanan mobile banking"" kayaknya ga beres2 ini peningkatannya, gabut ya developernya? Udah 6 bulan kayak begini gak beres2. Bisa ganti vendor kayaknya",1,2024-01-03 01:14:23,BNI,2024-01,"saya tidak bisa login ke aplikasi, error messagenya selalu ""mohon maaf kami sedang meningkatkan layanan mobile banking"" kayaknya ga beres2 ini peningkatannya, gabut ya developernya? Udah 6 bulan kayak begini gak beres2. Bisa ganti vendor kayaknya",negative
Tiap transaksi gagal gagal mulu,1,2024-01-02 19:16:19,BNI,2024-01,Tiap transaksi gagal gagal mulu,negative
"pengembang idiot, sudah atur face id supaya gampang login tpi masih aja minta id pas login ulang.",1,2024-01-02 08:37:30,BNI,2024-01,"pengembang idiot, sudah atur face id supaya gampang login tpi masih aja minta id pas login ulang.",negative
Tolong lahh klo device cuman di reset untuk mbankingnya jangan minta aktivasi ulang ke bank. Soalnya kan device masih sama kenapa harus ke bank sihh untuk di reset lagi seperti abis ganti device. Yg jadi masalah bank bni tuhh customernya banyak tpi csnya cuman 1 jadi lama buang” waktu!!!,1,2024-01-02 06:40:10,BNI,2024-01,Tolong lahh klo device cuman di reset untuk mbankingnya jangan minta aktivasi ulang ke bank. Soalnya kan device masih sama kenapa harus ke bank sihh untuk di reset lagi seperti abis ganti device. Yg jadi masalah bank bni tuhh customernya banyak tpi csnya cuman 1 jadi lama buang waktu!!!,negative
"Setelah pembaruan aplikasi tidak bisa dibuka,selalu keluar...",1,2024-01-01 23:06:10,BNI,2024-01,"Setelah pembaruan aplikasi tidak bisa dibuka,selalu keluar...",negative
Sering eror koneksi terputus plis lah BNI jangan ke bank yg laenn,1,2024-01-01 19:24:48,BNI,2024-01,Sering eror koneksi terputus plis lah BNI jangan ke bank yg laenn,negative
"saya bayar kuliah di bni mobile ini dan ga jarang juga kalo apk nya ga bisa melakukan payment jadi karna apk nya yang gajelas saya harus bayar denda keterlambatan pembayaran uang kuliah sayaa, mohon lebih baik lagi dalam pembuatan apk nya min 🙏🏼",1,2024-01-01 02:55:21,BNI,2024-01,"saya bayar kuliah di bni mobile ini dan ga jarang juga kalo apk nya ga bisa melakukan payment jadi karna apk nya yang gajelas saya harus bayar denda keterlambatan pembayaran uang kuliah sayaa, mohon lebih baik lagi dalam pembuatan apk nya min ",negative
Transfer dari mandiri ke bank BRI via mbnking bukti transferan berhasil tetapi uang tidak ada masuk,1,2024-04-30 23:36:57,Mandiri,2024-04,Transfer dari mandiri ke bank BRI via mbnking bukti transferan berhasil tetapi uang tidak ada masuk,negative
Tolong tambahkan fitur nfc contactlees untuk iphone,5,2024-04-30 14:45:49,Mandiri,2024-04,Tolong tambahkan fitur nfc contactlees untuk iphone,negative
